game_date,home_team,away_team,home_starter,away_starter,actual_game_total,actual_f5_total,actual_f3_total,actual_f1_total,actual_home_win,game_pk
2024-06-24,STL,ATL,LANCE LYNN,SPENCER SCHWELLENBACH,7.0,5.0,4.0,0.0,True,745160
2024-06-24,SF,CHC,ERIK MILLER,JUSTIN STEELE,9.0,5.0,0.0,0.0,True,745323
2024-06-24,SD,WSH,MATT WALDRON,PATRICK CORBIN,13.0,5.0,4.0,0.0,True,745397
2024-06-24,MIL,TEX,FREDDY PERALTA,MICHAEL LORENZEN,9.0,3.0,0.0,0.0,True,745974
2024-06-24,LAA,ATH,GRIFFIN CANNING,LUIS MEDINA,6.0,5.0,5.0,2.0,True,746218
2024-06-24,KC,MIA,COLE RAGANS,RODDERY MUÑOZ,5.0,4.0,1.0,0.0,True,746298
2024-06-24,DET,PHI,CASEY MIZE,AARON NOLA,9.0,5.0,4.0,4.0,False,746458
2024-06-24,CIN,PIT,CARSON SPIERS,BAILEY FALTER,16.0,10.0,1.0,0.0,True,746696
2024-06-24,CWS,LAD,GARRETT CROCHET,JAMES PAXTON,3.0,0.0,0.0,0.0,False,746780
2024-06-24,BOS,TOR,TANNER HOUCK,CHRIS BASSITT,13.0,3.0,0.0,0.0,True,746941
2024-06-24,BAL,CLE,CADE POVICH,TANNER BIBEE,5.0,4.0,4.0,2.0,False,747021
2024-06-25,TB,SEA,ZACK LITTELL,LUIS CASTILLO,14.0,4.0,2.0,1.0,True,745076
2024-06-25,SF,CHC,RANDY RODRÍGUEZ,KYLE HENDRICKS,6.0,3.0,3.0,0.0,True,745322
2024-06-25,SD,WSH,ADAM MAZUR,MACKENZIE GORE,16.0,9.0,6.0,2.0,True,745399
2024-06-25,NYM,NYY,DAVID PETERSON,GERRIT COLE,16.0,7.0,3.0,1.0,True,745806
2024-06-25,MIL,TEX,HOBY MILNER,ANDREW HEANEY,4.0,3.0,2.0,1.0,True,745973
2024-06-25,LAA,ATH,TYLER ANDERSON,MITCH SPENCE,12.0,8.0,2.0,0.0,True,746213
2024-06-25,KC,MIA,SETH LUGO,YONNY CHIRINOS,3.0,1.0,1.0,1.0,False,746293
2024-06-25,HOU,COL,HUNTER BROWN,AUSTIN GOMBER,7.0,5.0,5.0,5.0,True,746372
2024-06-25,DET,PHI,TARIK SKUBAL,RANGER SUÁREZ,5.0,4.0,0.0,0.0,True,746454
2024-06-25,CIN,PIT,HUNTER GREENE,MITCH KELLER,14.0,11.0,6.0,3.0,False,746697
2024-06-25,CWS,LAD,CHRIS FLEXEN,BOBBY MILLER,7.0,7.0,6.0,4.0,False,746775
2024-06-25,BOS,TOR,BRAYAN BELLO,KEVIN GAUSMAN,13.0,11.0,9.0,0.0,False,746943
2024-06-25,BAL,CLE,COLE IRVIN,LOGAN ALLEN,18.0,14.0,7.0,3.0,False,747022
2024-06-25,AZ,MIN,BRANDON PFAADT,JOE RYAN,9.0,5.0,4.0,2.0,True,747188
2024-06-26,TB,SEA,RYAN PEPIOT,GEORGE KIRBY,7.0,1.0,1.0,0.0,False,745073
2024-06-26,STL,ATL,KYLE GIBSON,REYNALDO LÓPEZ,8.0,6.0,5.0,0.0,False,745157
2024-06-26,STL,ATL,MATTHEW LIBERATORE,BRYCE ELDER,5.0,2.0,2.0,0.0,True,745158
2024-06-26,SF,CHC,HAYDEN BIRDSONG,HAYDEN WESNESKI,7.0,7.0,4.0,0.0,True,745325
2024-06-26,SD,WSH,DYLAN CEASE,DJ HERZ,13.0,4.0,2.0,0.0,True,745400
2024-06-26,NYM,NYY,SEAN MANAEA,LUIS GIL,14.0,7.0,3.0,0.0,True,745808
2024-06-26,MIL,TEX,DALLAS KEUCHEL,NATHAN EOVALDI,11.0,10.0,5.0,0.0,True,745975
2024-06-26,LAA,ATH,ROANSY CONTRERAS,JOEY ESTES,7.0,1.0,1.0,0.0,True,746212
2024-06-26,KC,MIA,BRADY SINGER,VALENTE BELLOZO,6.0,1.0,1.0,0.0,True,746291
2024-06-26,HOU,COL,SPENCER ARRIGHETTI,RYAN FELTNER,8.0,2.0,0.0,0.0,True,746374
2024-06-26,DET,PHI,TYLER HOLTON,SPENCER TURNBULL,8.0,6.0,2.0,2.0,False,746456
2024-06-26,CIN,PIT,GRAHAM ASHCRAFT,LUIS ORTIZ,7.0,5.0,2.0,0.0,False,746695
2024-06-26,CWS,LAD,ERICK FEDDE,GAVIN STONE,4.0,4.0,4.0,1.0,False,746777
2024-06-26,BOS,TOR,KUTTER CRAWFORD,YARIEL RODRÍGUEZ,5.0,0.0,0.0,0.0,False,746942
2024-06-26,BAL,CLE,GRAYSON RODRIGUEZ,CARLOS CARRASCO,6.0,4.0,2.0,0.0,True,747019
2024-06-26,AZ,MIN,RYNE NELSON,SIMEON WOODS RICHARDSON,11.0,9.0,4.0,0.0,False,747184
2024-06-27,TOR,NYY,JOSÉ BERRÍOS,CARLOS RODÓN,11.0,10.0,8.0,5.0,True,744919
2024-06-27,STL,CIN,MILES MIKOLAS,ANDREW ABBOTT,15.0,12.0,7.0,1.0,False,745162
2024-06-27,SF,CHC,JORDAN HICKS,SHOTA IMANAGA,8.0,3.0,3.0,0.0,False,745324
2024-06-27,PHI,MIA,ZACK WHEELER,TREVOR ROGERS,11.0,3.0,1.0,1.0,False,745565
2024-06-27,LAA,DET,DAVIS DANIEL,JACK FLAHERTY,5.0,5.0,1.0,0.0,True,746210
2024-06-27,KC,CLE,MICHAEL WACHA,BEN LIVELY,3.0,1.0,0.0,0.0,True,746288
2024-06-27,CWS,ATL,CHAD KUHL,CHRIS SALE,1.0,1.0,1.0,1.0,True,746816
2024-06-27,BAL,TEX,CORBIN BURNES,JON GRAY,13.0,9.0,6.0,3.0,True,747020
2024-06-27,AZ,MIN,JORDAN MONTGOMERY,DAVID FESTA,19.0,18.0,8.0,0.0,False,747185
2024-06-28,TOR,NYY,YUSEI KIKUCHI,MARCUS STROMAN,21.0,4.0,1.0,1.0,False,744922
2024-06-28,TB,WSH,ZACH EFLIN,MITCHELL PARKER,4.0,2.0,2.0,0.0,True,745070
2024-06-28,STL,CIN,ANDRE PALLANTE,FRANKIE MONTAS,1.0,1.0,1.0,0.0,True,745161
2024-06-28,SEA,MIN,LOGAN GILBERT,BAILEY OBER,5.0,1.0,0.0,0.0,True,745238
2024-06-28,SF,LAD,LOGAN WEBB,LANDON KNACK,8.0,3.0,0.0,0.0,True,745319
2024-06-28,PHI,MIA,CRISTOPHER SÁNCHEZ,KYLE TYLER,2.0,1.0,0.0,0.0,True,745560
2024-06-28,NYM,HOU,JOSE QUINTANA,RONEL BLANCO,9.0,4.0,3.0,2.0,True,745804
2024-06-28,MIL,CHC,COLIN REA,JAMESON TAILLON,6.0,6.0,0.0,0.0,True,745970
2024-06-28,LAA,DET,ZACH PLESAC,KENTA MAEDA,7.0,4.0,4.0,2.0,True,746214
2024-06-28,KC,CLE,ALEC MARSH,TRISTON MCKENZIE,13.0,8.0,6.0,1.0,True,746292
2024-06-28,CWS,COL,DREW THORPE,DAKOTA HUDSON,8.0,1.0,1.0,0.0,True,746776
2024-06-28,BOS,SD,NICK PIVETTA,RANDY VÁSQUEZ,11.0,10.0,0.0,0.0,False,746939
2024-06-28,BAL,TEX,ALBERT SUÁREZ,MAX SCHERZER,3.0,2.0,0.0,0.0,True,747017
2024-06-28,ATL,PIT,CHARLIE MORTON,MARTÍN PÉREZ,7.0,6.0,6.0,0.0,True,747105
2024-06-28,AZ,ATH,SLADE CECCONI,JP SEARS,13.0,5.0,4.0,2.0,False,747183
2024-06-29,TOR,NYY,CHRIS BASSITT,NÉSTOR CORTÉS,12.0,4.0,2.0,2.0,True,744921
2024-06-29,TB,WSH,AARON CIVALE,JAKE IRVIN,9.0,3.0,2.0,2.0,False,745071
2024-06-29,STL,CIN,SONNY GRAY,CARSON SPIERS,13.0,9.0,3.0,0.0,False,745159
2024-06-29,SEA,MIN,BRYCE MILLER,PABLO LÓPEZ,6.0,3.0,2.0,0.0,False,745239
2024-06-29,SF,LAD,ERIK MILLER,TYLER GLASNOW,21.0,12.0,7.0,1.0,False,745317
2024-06-29,PHI,MIA,AARON NOLA,RODDERY MUÑOZ,5.0,3.0,2.0,0.0,False,745559
2024-06-29,NYM,HOU,TYLOR MEGILL,FRAMBER VALDEZ,15.0,10.0,7.0,0.0,False,745801
2024-06-29,MIL,CHC,TOBIAS MYERS,JUSTIN STEELE,8.0,6.0,4.0,2.0,False,745972
2024-06-29,LAA,DET,GRIFFIN CANNING,REESE OLSON,11.0,5.0,3.0,1.0,True,746211
2024-06-29,KC,CLE,COLE RAGANS,TANNER BIBEE,9.0,8.0,3.0,2.0,False,746289
2024-06-29,CWS,COL,JONATHAN CANNON,CAL QUANTRILL,14.0,5.0,1.0,0.0,True,746778
2024-06-29,BOS,SD,TANNER HOUCK,MIKE KING,12.0,10.0,3.0,0.0,False,746940
2024-06-29,BAL,TEX,CADE POVICH,MICHAEL LORENZEN,11.0,7.0,2.0,1.0,True,747018
2024-06-29,ATL,PIT,MAX FRIED,PAUL SKENES,3.0,2.0,1.0,1.0,True,747104
2024-06-29,AZ,ATH,ZAC GALLEN,HOGAN HARRIS,3.0,3.0,2.0,0.0,True,747186
2024-06-30,TOR,NYY,KEVIN GAUSMAN,GERRIT COLE,9.0,8.0,5.0,2.0,False,744916
2024-06-30,TB,WSH,TAJ BRADLEY,PATRICK CORBIN,5.0,4.0,3.0,0.0,True,745072
2024-06-30,STL,CIN,LANCE LYNN,HUNTER GREENE,2.0,1.0,0.0,0.0,True,745154
2024-06-30,SEA,MIN,LUIS CASTILLO,JOE RYAN,8.0,5.0,1.0,1.0,False,745243
2024-06-30,SF,LAD,SPENCER BIVENS,JAMES PAXTON,14.0,10.0,4.0,1.0,True,745320
2024-06-30,PHI,MIA,RANGER SUÁREZ,YONNY CHIRINOS,13.0,9.0,4.0,3.0,True,745555
2024-06-30,NYM,HOU,LUIS SEVERINO,SHAWN DUBIN,15.0,4.0,1.0,0.0,False,745802
2024-06-30,MIL,CHC,FREDDY PERALTA,KYLE HENDRICKS,8.0,8.0,1.0,1.0,True,745971
2024-06-30,LAA,DET,TYLER ANDERSON,CASEY MIZE,13.0,7.0,1.0,1.0,False,746209
2024-06-30,KC,CLE,SETH LUGO,LOGAN ALLEN,8.0,4.0,2.0,1.0,True,746290
2024-06-30,CWS,COL,GARRETT CROCHET,KYLE FREELAND,9.0,3.0,2.0,0.0,False,746779
2024-06-30,BOS,SD,JOSH WINCKOWSKI,MATT WALDRON,5.0,4.0,3.0,2.0,True,746938
2024-06-30,BAL,TEX,COLE IRVIN,ANDREW HEANEY,13.0,10.0,3.0,0.0,False,747016
2024-06-30,ATL,PIT,SPENCER SCHWELLENBACH,BAILEY FALTER,6.0,5.0,0.0,0.0,False,747101
2024-06-30,AZ,ATH,BRANDON PFAADT,LUIS MEDINA,6.0,2.0,0.0,0.0,True,747182
2024-07-01,WSH,NYM,MACKENZIE GORE,DAVID PETERSON,16.0,2.0,2.0,0.0,False,744840
2024-07-01,TOR,HOU,YARIEL RODRÍGUEZ,HUNTER BROWN,4.0,1.0,0.0,0.0,False,744914
2024-07-01,COL,MIL,AUSTIN GOMBER,ROB ZASTRYZNY,15.0,9.0,3.0,0.0,True,746535
2024-07-02,WSH,NYM,DJ HERZ,SEAN MANAEA,9.0,2.0,1.0,0.0,False,744838
2024-07-02,TOR,HOU,JOSÉ BERRÍOS,SPENCER ARRIGHETTI,13.0,12.0,5.0,1.0,True,744913
2024-07-02,TEX,SD,NATHAN EOVALDI,DYLAN CEASE,7.0,6.0,5.0,2.0,True,744999
2024-07-02,SEA,BAL,GEORGE KIRBY,GRAYSON RODRIGUEZ,2.0,1.0,0.0,0.0,False,745240
2024-07-02,PIT,STL,MITCH KELLER,KYLE GIBSON,11.0,10.0,2.0,0.0,False,745482
2024-07-02,ATH,LAA,MITCH SPENCE,JOSÉ SORIANO,12.0,5.0,0.0,0.0,True,745647
2024-07-02,NYY,CIN,LUIS GIL,GRAHAM ASHCRAFT,9.0,5.0,0.0,0.0,False,745730
2024-07-02,MIN,DET,SIMEON WOODS RICHARDSON,TARIK SKUBAL,8.0,6.0,2.0,0.0,True,745886
2024-07-02,MIA,BOS,VALENTE BELLOZO,KUTTER CRAWFORD,11.0,6.0,2.0,2.0,False,746047
2024-07-02,LAD,AZ,BOBBY MILLER,JOE MANTIPLY,11.0,4.0,2.0,1.0,True,746133
2024-07-02,KC,TB,BRADY SINGER,ZACK LITTELL,6.0,1.0,1.0,0.0,False,746282
2024-07-02,COL,MIL,RYAN FELTNER,DALLAS KEUCHEL,7.0,3.0,3.0,0.0,False,746537
2024-07-02,CLE,CWS,CARLOS CARRASCO,CHRIS FLEXEN,13.0,4.0,3.0,1.0,True,746623
2024-07-02,CHC,PHI,HAYDEN WESNESKI,MICHAEL MERCADO,10.0,6.0,4.0,0.0,False,746860
2024-07-02,ATL,SF,REYNALDO LÓPEZ,HAYDEN BIRDSONG,8.0,4.0,2.0,0.0,False,747102
2024-07-03,WSH,NYM,MITCHELL PARKER,CHRISTIAN SCOTT,12.0,6.0,1.0,0.0,True,744837
2024-07-03,TOR,HOU,YUSEI KIKUCHI,RONEL BLANCO,11.0,2.0,2.0,1.0,False,744915
2024-07-03,TEX,SD,JON GRAY,ADAM MAZUR,10.0,7.0,5.0,0.0,False,744998
2024-07-03,SEA,BAL,LOGAN GILBERT,DEAN KREMER,5.0,4.0,3.0,0.0,False,745234
2024-07-03,PIT,STL,JARED JONES,MILES MIKOLAS,9.0,3.0,0.0,0.0,True,745487
2024-07-03,ATH,LAA,JOEY ESTES,DAVIS DANIEL,5.0,3.0,2.0,0.0,True,745643
2024-07-03,NYY,CIN,CARLOS RODÓN,ANDREW ABBOTT,5.0,3.0,2.0,0.0,False,745728
2024-07-03,MIN,DET,DAVID FESTA,KEIDER MONTERO,11.0,8.0,6.0,0.0,False,745888
2024-07-03,MIA,BOS,TREVOR ROGERS,BRAYAN BELLO,9.0,3.0,3.0,1.0,False,746045
2024-07-03,LAD,AZ,GAVIN STONE,CRISTIAN MENA,16.0,10.0,8.0,5.0,False,746128
2024-07-03,KC,TB,MICHAEL WACHA,RYAN PEPIOT,6.0,3.0,3.0,1.0,True,746283
2024-07-03,COL,MIL,DAKOTA HUDSON,COLIN REA,3.0,3.0,2.0,1.0,False,746534
2024-07-03,CLE,CWS,GAVIN WILLIAMS,ERICK FEDDE,10.0,6.0,2.0,1.0,False,746617
2024-07-03,CHC,PHI,SHOTA IMANAGA,ZACK WHEELER,8.0,3.0,2.0,0.0,False,746858
2024-07-03,ATL,SF,CHRIS SALE,JORDAN HICKS,4.0,3.0,1.0,0.0,True,747100
2024-07-04,WSH,NYM,JAKE IRVIN,JOSE QUINTANA,1.0,0.0,0.0,0.0,True,744834
2024-07-04,TOR,HOU,CHRIS BASSITT,FRAMBER VALDEZ,8.0,7.0,6.0,6.0,False,744912
2024-07-04,TEX,SD,MAX SCHERZER,MIKE KING,4.0,1.0,0.0,0.0,False,744996
2024-07-04,SEA,BAL,BRYCE MILLER,CORBIN BURNES,10.0,4.0,2.0,0.0,True,745236
2024-07-04,PIT,STL,MARTÍN PÉREZ,ANDRE PALLANTE,5.0,2.0,1.0,0.0,False,745484
2024-07-04,ATH,LAA,JP SEARS,ROANSY CONTRERAS,5.0,3.0,3.0,0.0,True,745641
2024-07-04,NYY,CIN,MARCUS STROMAN,FRANKIE MONTAS,12.0,7.0,2.0,0.0,False,745726
2024-07-04,MIN,DET,BAILEY OBER,KENTA MAEDA,15.0,12.0,8.0,1.0,True,745890
2024-07-04,MIA,BOS,KYLE TYLER,NICK PIVETTA,11.0,1.0,1.0,1.0,False,746043
2024-07-04,LAD,AZ,LANDON KNACK,ZAC GALLEN,12.0,8.0,4.0,2.0,False,746126
2024-07-04,KC,TB,ALEC MARSH,ZACH EFLIN,18.0,12.0,8.0,2.0,False,746285
2024-07-04,COL,MIL,CAL QUANTRILL,TOBIAS MYERS,7.0,5.0,3.0,1.0,True,746532
2024-07-04,CLE,CWS,BEN LIVELY,JARED SHUSTER,12.0,8.0,6.0,1.0,True,746619
2024-07-04,CHC,PHI,JAMESON TAILLON,CRISTOPHER SÁNCHEZ,12.0,10.0,1.0,1.0,True,746857
2024-07-04,ATL,SF,CHARLIE MORTON,LOGAN WEBB,6.0,5.0,2.0,2.0,False,747103
2024-07-05,WSH,STL,PATRICK CORBIN,SONNY GRAY,13.0,8.0,5.0,2.0,False,744836
2024-07-05,TEX,TB,MICHAEL LORENZEN,SHANE BAZ,3.0,3.0,3.0,0.0,True,744992
2024-07-05,SEA,TOR,LUIS CASTILLO,KEVIN GAUSMAN,3.0,2.0,2.0,0.0,True,745237
2024-07-05,SD,AZ,RANDY VÁSQUEZ,SLADE CECCONI,18.0,7.0,3.0,2.0,True,745398
2024-07-05,PIT,NYM,PAUL SKENES,LUIS SEVERINO,16.0,6.0,1.0,0.0,True,745479
2024-07-05,ATH,BAL,HOGAN HARRIS,ALBERT SUÁREZ,5.0,4.0,4.0,2.0,False,745639
2024-07-05,NYY,BOS,NÉSTOR CORTÉS,TANNER HOUCK,8.0,4.0,0.0,0.0,False,745725
2024-07-05,MIN,HOU,PABLO LÓPEZ,SHAWN DUBIN,25.0,7.0,6.0,0.0,False,745884
2024-07-05,MIA,CWS,BRYAN HOEING,DREW THORPE,5.0,3.0,1.0,0.0,False,746046
2024-07-05,LAD,MIL,TYLER GLASNOW,AARON CIVALE,13.0,9.0,2.0,1.0,True,746127
2024-07-05,COL,KC,KYLE FREELAND,COLE RAGANS,6.0,3.0,2.0,1.0,True,746533
2024-07-05,CLE,SF,TANNER BIBEE,ERIK MILLER,6.0,5.0,3.0,3.0,False,746620
2024-07-05,CIN,DET,CARSON SPIERS,REESE OLSON,9.0,5.0,2.0,0.0,False,746693
2024-07-05,CHC,LAA,JUSTIN STEELE,GRIFFIN CANNING,6.0,5.0,3.0,2.0,True,746859
2024-07-05,ATL,PHI,MAX FRIED,AARON NOLA,14.0,5.0,0.0,0.0,False,747097
2024-07-06,WSH,STL,MACKENZIE GORE,LANCE LYNN,20.0,18.0,15.0,4.0,True,744835
2024-07-06,TEX,TB,ANDREW HEANEY,TAJ BRADLEY,7.0,2.0,2.0,0.0,True,744995
2024-07-06,SEA,TOR,EMERSON HANCOCK,YARIEL RODRÍGUEZ,9.0,2.0,0.0,0.0,False,745235
2024-07-06,SD,AZ,MATT WALDRON,BRANDON PFAADT,12.0,3.0,2.0,1.0,False,745395
2024-07-06,PIT,NYM,BAILEY FALTER,DAVID PETERSON,7.0,5.0,3.0,0.0,False,745476
2024-07-06,ATH,BAL,LUIS MEDINA,CADE POVICH,27.0,15.0,12.0,3.0,True,745642
2024-07-06,NYY,BOS,GERRIT COLE,JOSH WINCKOWSKI,18.0,14.0,6.0,1.0,True,745724
2024-07-06,MIN,HOU,JOE RYAN,HUNTER BROWN,12.0,10.0,8.0,2.0,True,745885
2024-07-06,MIA,CWS,YONNY CHIRINOS,GARRETT CROCHET,7.0,5.0,4.0,1.0,True,746044
2024-07-06,LAD,MIL,JAMES PAXTON,FREDDY PERALTA,8.0,5.0,4.0,4.0,True,746129
2024-07-06,COL,KC,AUSTIN GOMBER,SETH LUGO,4.0,3.0,2.0,0.0,True,746529
2024-07-06,CLE,SF,LOGAN ALLEN,KYLE HARRISON,9.0,7.0,4.0,3.0,True,746615
2024-07-06,CIN,DET,HUNTER GREENE,ALEX FAEDO,8.0,2.0,0.0,0.0,False,746694
2024-07-06,CHC,LAA,KYLE HENDRICKS,TYLER ANDERSON,7.0,7.0,5.0,1.0,False,746856
2024-07-06,ATL,PHI,SPENCER SCHWELLENBACH,RANGER SUÁREZ,6.0,6.0,4.0,3.0,True,747099
2024-07-07,WSH,STL,DJ HERZ,KYLE GIBSON,11.0,8.0,4.0,0.0,False,744832
2024-07-07,TEX,TB,NATHAN EOVALDI,ZACK LITTELL,15.0,12.0,3.0,1.0,True,744993
2024-07-07,SEA,TOR,GEORGE KIRBY,JOSÉ BERRÍOS,9.0,5.0,1.0,0.0,False,745233
2024-07-07,SD,AZ,DYLAN CEASE,RYNE NELSON,10.0,2.0,2.0,2.0,False,745391
2024-07-07,PIT,NYM,LUIS ORTIZ,SEAN MANAEA,5.0,0.0,0.0,0.0,False,745477
2024-07-07,ATH,BAL,MITCH SPENCE,GRAYSON RODRIGUEZ,9.0,5.0,5.0,4.0,False,745637
2024-07-07,NYY,BOS,LUIS GIL,KUTTER CRAWFORD,3.0,0.0,0.0,0.0,False,745723
2024-07-07,MIN,HOU,SIMEON WOODS RICHARDSON,SPENCER ARRIGHETTI,5.0,4.0,3.0,0.0,True,745883
2024-07-07,MIA,CWS,EDWARD CABRERA,JONATHAN CANNON,11.0,3.0,0.0,0.0,True,746039
2024-07-07,LAD,MIL,JUSTIN WROBLESKI,DALLAS KEUCHEL,11.0,4.0,0.0,0.0,False,746122
2024-07-07,COL,KC,TANNER GORDON,BRADY SINGER,11.0,4.0,4.0,0.0,False,746530
2024-07-07,CLE,SF,CARLOS CARRASCO,HAYDEN BIRDSONG,9.0,5.0,3.0,0.0,True,746616
2024-07-07,CIN,DET,GRAHAM ASHCRAFT,TARIK SKUBAL,6.0,1.0,0.0,0.0,False,746691
2024-07-07,CHC,LAA,HAYDEN WESNESKI,JOSÉ SORIANO,5.0,3.0,2.0,0.0,True,746855
2024-07-07,ATL,PHI,REYNALDO LÓPEZ,MICHAEL MERCADO,6.0,5.0,5.0,0.0,True,747098
2024-07-08,WSH,STL,MITCHELL PARKER,MILES MIKOLAS,6.0,2.0,1.0,0.0,False,744833
2024-07-08,PIT,NYM,MITCH KELLER,CHRISTIAN SCOTT,10.0,2.0,0.0,0.0,True,745480
2024-07-08,LAA,TEX,DAVIS DANIEL,JON GRAY,13.0,10.0,5.0,2.0,False,746208
2024-07-08,DET,CLE,KEIDER MONTERO,GAVIN WILLIAMS,1.0,0.0,0.0,0.0,True,746455
2024-07-08,CIN,COL,ANDREW ABBOTT,RYAN FELTNER,6.0,2.0,0.0,0.0,True,746692
2024-07-08,CWS,MIN,CHRIS FLEXEN,CHRIS PADDACK,14.0,4.0,2.0,1.0,False,746771
2024-07-08,AZ,ATL,YILBER DÍAZ,BRYCE ELDER,9.0,1.0,1.0,1.0,False,747181
2024-07-09,TB,NYY,RYAN PEPIOT,CARLOS RODÓN,8.0,5.0,5.0,5.0,True,745074
2024-07-09,SF,TOR,BLAKE SNELL,YUSEI KIKUCHI,7.0,1.0,0.0,0.0,True,745316
2024-07-09,SD,SEA,ADAM MAZUR,LOGAN GILBERT,11.0,5.0,4.0,1.0,False,745393
2024-07-09,PHI,LAD,ZACK WHEELER,BOBBY MILLER,11.0,10.0,3.0,0.0,True,745557
2024-07-09,NYM,WSH,JOSE QUINTANA,JAKE IRVIN,12.0,4.0,4.0,0.0,True,745803
2024-07-09,MIL,PIT,COLIN REA,JOSH FLEMING,14.0,4.0,4.0,0.0,False,745968
2024-07-09,LAA,TEX,ROANSY CONTRERAS,MAX SCHERZER,9.0,8.0,7.0,1.0,False,746206
2024-07-09,HOU,MIA,RONEL BLANCO,TREVOR ROGERS,7.0,3.0,2.0,1.0,True,746368
2024-07-09,DET,CLE,KENTA MAEDA,BEN LIVELY,17.0,9.0,8.0,3.0,False,746451
2024-07-09,CIN,COL,NICK LODOLO,CAL QUANTRILL,18.0,11.0,5.0,0.0,True,746690
2024-07-09,BOS,ATH,BRAYAN BELLO,JOEY ESTES,21.0,13.0,13.0,5.0,True,746937
2024-07-09,BAL,CHC,DEAN KREMER,JAMESON TAILLON,11.0,9.0,6.0,1.0,False,747014
2024-07-09,AZ,ATL,ZAC GALLEN,CHRIS SALE,8.0,2.0,2.0,0.0,False,747180
2024-07-10,TB,NYY,ZACH EFLIN,MARCUS STROMAN,3.0,3.0,1.0,0.0,False,745069
2024-07-10,STL,KC,ANDRE PALLANTE,ALEC MARSH,10.0,6.0,3.0,0.0,False,745155
2024-07-10,STL,KC,GORDON GRACEFFO,MICHAEL WACHA,13.0,9.0,2.0,0.0,False,745156
2024-07-10,SF,TOR,LOGAN WEBB,CHRIS BASSITT,16.0,6.0,2.0,2.0,False,745318
2024-07-10,SD,SEA,MIKE KING,BRYCE MILLER,2.0,2.0,1.0,0.0,False,745394
2024-07-10,PHI,LAD,CRISTOPHER SÁNCHEZ,GAVIN STONE,7.0,6.0,2.0,1.0,True,745556
2024-07-10,NYM,WSH,LUIS SEVERINO,PATRICK CORBIN,8.0,3.0,1.0,1.0,True,745796
2024-07-10,MIL,PIT,TOBIAS MYERS,MARTÍN PÉREZ,9.0,5.0,2.0,2.0,True,745969
2024-07-10,LAA,TEX,GRIFFIN CANNING,MICHAEL LORENZEN,9.0,7.0,5.0,0.0,True,746205
2024-07-10,HOU,MIA,FRAMBER VALDEZ,BRYAN HOEING,10.0,7.0,5.0,1.0,True,746366
2024-07-10,DET,CLE,REESE OLSON,TANNER BIBEE,9.0,7.0,6.0,2.0,True,746453
2024-07-10,CIN,COL,FRANKIE MONTAS,KYLE FREELAND,11.0,5.0,4.0,0.0,False,746689
2024-07-10,CWS,MIN,ERICK FEDDE,BAILEY OBER,4.0,1.0,0.0,0.0,True,746772
2024-07-10,CWS,MIN,DREW THORPE,PABLO LÓPEZ,5.0,2.0,2.0,0.0,False,746773
2024-07-10,BOS,ATH,NICK PIVETTA,JP SEARS,7.0,3.0,3.0,0.0,False,746934
2024-07-10,BAL,CHC,CORBIN BURNES,SHOTA IMANAGA,4.0,3.0,2.0,0.0,False,747015
2024-07-10,AZ,ATL,SLADE CECCONI,CHARLIE MORTON,12.0,6.0,6.0,0.0,True,747179
2024-07-11,TB,NYY,SHANE BAZ,NÉSTOR CORTÉS,9.0,8.0,7.0,2.0,True,745065
2024-07-11,SF,TOR,JORDAN HICKS,KEVIN GAUSMAN,8.0,7.0,5.0,5.0,False,745313
2024-07-11,PHI,LAD,AARON NOLA,ANTHONY BANDA,6.0,3.0,2.0,1.0,True,745558
2024-07-11,NYM,WSH,DAVID PETERSON,MACKENZIE GORE,7.0,5.0,0.0,0.0,True,745799
2024-07-11,MIL,PIT,AARON CIVALE,PAUL SKENES,1.0,0.0,0.0,0.0,False,745967
2024-07-11,LAA,SEA,JACK KOCHANOWICZ,LUIS CASTILLO,11.0,7.0,5.0,4.0,False,746204
2024-07-11,HOU,MIA,JAKE BLOSS,RODDERY MUÑOZ,9.0,9.0,5.0,3.0,True,746367
2024-07-11,DET,CLE,JACK FLAHERTY,SPENCER HOWARD,11.0,7.0,5.0,1.0,True,746452
2024-07-11,CIN,COL,HUNTER GREENE,AUSTIN GOMBER,9.0,5.0,3.0,0.0,True,746688
2024-07-11,BOS,ATH,TANNER HOUCK,LUIS MEDINA,7.0,5.0,4.0,3.0,True,746935
2024-07-11,BAL,CHC,ALBERT SUÁREZ,JUSTIN STEELE,8.0,4.0,1.0,0.0,False,747011
2024-07-11,AZ,ATL,BRANDON PFAADT,MAX FRIED,1.0,1.0,0.0,0.0,True,747178
2024-07-12,TB,CLE,TAJ BRADLEY,CARLOS CARRASCO,2.0,2.0,1.0,0.0,True,745064
2024-07-12,STL,CHC,SONNY GRAY,KYLE HENDRICKS,6.0,2.0,1.0,0.0,False,745153
2024-07-12,SF,MIN,KYLE HARRISON,JOE RYAN,8.0,4.0,3.0,1.0,True,745312
2024-07-12,SD,ATL,MATT WALDRON,SPENCER SCHWELLENBACH,7.0,5.0,0.0,0.0,False,745390
2024-07-12,PHI,ATH,RANGER SUÁREZ,HOGAN HARRIS,8.0,6.0,5.0,0.0,False,745552
2024-07-12,NYM,COL,SEAN MANAEA,TANNER GORDON,13.0,9.0,6.0,0.0,True,745800
